55	6.3	2.3	4.4	1.3	0	1	0
56	5.7	2.8	4.1	1.3	0	1	0
57	7.7	3.8	6.7	2.2	0	0	1
58	4.7	3.2	1.6	0.2	1	0	0
59	5.4	3.0	4.5	1.5	0	1	0
60	7.6	3.0	6.6	2.1	0	0	1
61	5.8	2.7	5.1	1.9	0	0	1
62	5.5	2.6	4.4	1.2	0	1	0
63	4.8	3.4	1.9	0.2	1	0	0
64	6.1	2.8	4.7	1.2	0	1	0
65	5.1	3.8	1.6	0.2	1	0	0
66	5.7	2.6	3.5	1.0	0	1	0
67	5.5	2.4	3.8	1.1	0	1	0
68	4.9	3.1	1.5	0.1	1	0	0
69	6.5	3.0	5.2	2.0	0	0	1
70	5.4	3.7	1.5	0.2	1	0	0
71	5.7	2.5	5.0	2.0	0	0	1
72	5.7	4.4	1.5	0.4	1	0	0
73	6.2	2.2	4.5	1.5	0	1	0
74	6.6	2.9	4.6	1.3	0	1	0
75	5.0	2.3	3.3	1.0	0	1	0
76	5.4	3.9	1.7	0.4	1	0	0
77	7.2	3.2	6.0	1.8	0	0	1
78	5.5	4.2	1.4	0.2	1	0	0
79	6.7	3.0	5.0	1.7	0	1	0
80	5.1	3.8	1.9	0.4	1	0	0
81	6.7	3.1	5.6	2.4	0	0	1
82	4.8	3.0	1.4	0.3	1	0	0
83	4.8	3.0	1.4	0.1	1	0	0
84	5.3	3.7	1.5	0.2	1	0	0
85	4.8	3.4	1.6	0.2	1	0	0
86	4.3	3.0	1.1	0.1	1	0	0
87	5.6	2.8	4.9	2.0	0	0	1
88	6.2	2.8	4.8	1.8	0	0	1
89	5.2	3.5	1.5	0.2	1	0	0
90	5.1	3.8	1.5	0.3	1	0	0
91	6.7	3.3	5.7	2.5	0	0	1
92	5.0	3.5	1.6	0.6	1	0	0
93	6.5	2.8	4.6	1.5	0	1	0
94	5.5	2.5	4.0	1.3	0	1	0
95	5.4	3.4	1.7	0.2	1	0	0
96	6.3	2.9	5.6	1.8	0	0	1
97	6.2	2.9	4.3	1.3	0	1	0
98	4.9	3.0	1.4	0.2	1	0	0
99	6.1	2.8	4.0	1.3	0	1	0
100	5.8	2.8	5.1	2.4	0	0	1
101	6.3	3.3	4.7	1.6	0	1	0
102	7.3	2.9	6.3	1.8	0	0	1
103	7.0	3.2	4.7	1.4	0	1	0
104	6.2	3.4	5.4	2.3	0	0	1
105	7.2	3.0	5.8	1.6	0	0	1
106	5.2	2.7	3.9	1.4	0	1	0
107	5.7	2.8	4.5	1.3	0	1	0
108	5.1	3.3	1.7	0.5	1	0	0
109	5.0	3.4	1.5	0.2	1	0	0
110	4.4	2.9	1.4	0.2	1	0	0
111	6.7	2.5	5.8	1.8	0	0	1
112	4.6	3.6	1.0	0.2	1	0	0
113	6.9	3.1	5.4	2.1	0	0	1
114	5.0	3.4	1.6	0.4	1	0	0
115	5.0	3.2	1.2	0.2	1	0	0
116	4.9	2.4	3.3	1.0	0	1	0
117	6.0	2.2	4.0	1.0	0	1	0
118	5.9	3.2	4.8	1.8	0	1	0
119	4.6	3.4	1.4	0.3	1	0	0
120	5.2	3.4	1.4	0.2	1	0	0
